ball,b ɔ l,110
completely,k ə m p l i t l i,110
corps,k ɔ ɹ,110
extent,ɪ k s t ɛ n t,110
heavy,h ɛ v i,110
hospital,h ɑ s p ɪ t ə l,110
lack,l æ k,110
speak,s p i k,110
standard,s t æ n d ɝ d,110
waiting,w eɪ t ɪ ŋ,110
wish,w ɪ ʃ,110
ahead,ə h ɛ d,109
deep,d i p,109
democratic,d ɛ m ə k ɹ æ t ɪ k,109
firm,f ɝ m,109
income,ɪ n k ʌ m,109
language,l æ ŋ ɡ w ə dʒ,109
principle,p ɹ ɪ n s ə p ə l,109
visit,v ɪ z ə t,109
analysis,ə n æ l ə s ə s,108
designed,d ɪ z aɪ n d,108
distance,d ɪ s t ə n s,108
effects,ɪ f ɛ k t s,108
established,ɪ s t æ b l ɪ ʃ t,108
expect,ɪ k s p ɛ k t,108
growing,ɡ ɹ oʊ ɪ ŋ,108
importance,ɪ m p ɔ ɹ t ə n s,108
indicated,ɪ n d ə k eɪ t ə d,108
none,n ʌ n,108
price,p ɹ aɪ s,108
products,p ɹ ɑ d ə k t s,108
attitude,æ t ə t u d,107
cities,s ɪ t i z,107
continue,k ə n t ɪ n j u,107
determine,d ə t ɝ m ə n,107
division,d ɪ v ɪ ʒ ə n,107
easily,i z ə l i,107
elements,ɛ l ə m ə n t s,107
existence,ɛ ɡ z ɪ s t ə n s,107
leaders,l i d ɝ z,107
negro,n i ɡ ɹ oʊ,107
pretty,p ɹ ɪ t i,107
serve,s ɝ v,107
stress,s t ɹ ɛ s,107
afternoon,æ f t ɝ n u n,106
agreement,ə ɡ ɹ i m ə n t,106
applied,ə p l aɪ d,106
closed,k l oʊ z d,106
factors,f æ k t ɝ z,106
hardly,h ɑ ɹ d l i,106
limited,l ɪ m ə t ə d,106
remained,ɹ ɪ m eɪ n d,106
scene,s i n,106
write,ɹ aɪ t,106
attack,ə t æ k,105
drive,d ɹ aɪ v,105
health,h ɛ l θ,105
interested,ɪ n t ɹ ə s t ə d,105
married,m ɛ ɹ i d,105
professional,p ɹ ə f ɛ ʃ ə n ə l,105
reach,ɹ i tʃ,105
rhode,ɹ oʊ d,105
season,s i z ə n,105
station,s t eɪ ʃ ə n,105
suggested,s ə ɡ dʒ ɛ s t ə d,105
becomes,b ɪ k ʌ m z,104
covered,k ʌ v ɝ d,104
current,k ɝ ə n t,104
despite,d ɪ s p aɪ t,104
eight,eɪ t,104
played,p l eɪ d,104
role,ɹ oʊ l,104
spent,s p ɛ n t,104
built,b ɪ l t,103
commission,k ə m ɪ ʃ ə n,103
council,k aʊ n s ə l,103
date,d eɪ t,103
exactly,ɪ ɡ z æ k t l i,103
machine,m ə ʃ i n,103
mouth,m aʊ θ,103
original,ɝ ɪ dʒ ə n ə l,103
race,ɹ eɪ s,103
reasons,ɹ i z ə n z,103
studies,s t ʌ d i z,103
teeth,t i θ,103
unit,j u n ə t,103
demand,d ɪ m æ n d,102
news,n u z,102
prepared,p ɹ i p ɛ ɹ d,102
rates,ɹ eɪ t s,102
related,ɹ ɪ l eɪ t ɪ d,102
relations,ɹ i l eɪ ʃ ə n z,102
rise,ɹ aɪ z,102
supply,s ə p l aɪ,102
bit,b ɪ t,101
director,d ɝ ɛ k t ɝ,101
dropped,d ɹ ɑ p t,101
events,ɪ v ɛ n t s,101
james,dʒ eɪ m z,101
officer,ɔ f ə s ɝ,101
playing,p l eɪ ɪ ŋ,101
raised,ɹ eɪ z d,101
standing,s t æ n d ɪ ŋ,101
sunday,s ʌ n d eɪ,101
trees,t ɹ i z,101
unless,ə n l ɛ s,101
clay,k l eɪ,100
doctor,d ɑ k t ɝ,100
energy,ɛ n ɝ dʒ i,100
facilities,f ə s ɪ l ə t i z,100
meant,m ɛ n t,100
places,p l eɪ s ə z,100
sides,s aɪ d z,100
talking,t ɔ k ɪ ŋ,100
thomas,t ɑ m ə s,100
walk,w ɔ k,100
actual,æ k tʃ ə w ə l,99
filled,f ɪ l d,99
gas,ɡ æ s,99
glass,ɡ l æ s,99
jazz,dʒ æ z,99
june,dʒ u n,99
knows,n oʊ z,99
poet,p oʊ ə t,99
techniques,t ɛ k n i k s,99
bridge,b ɹ ɪ dʒ,98
caught,k ɑ t,98
chicago,ʃ ə k ɑ ɡ oʊ,98
claim,k l eɪ m,98
concern,k ə n s ɝ n,98
entered,ɛ n t ɝ d,98
fight,f aɪ t,98
happy,h æ p i,98
institutions,ɪ n s t ɪ t u ʃ ə n z,98
mass,m æ s,98
popular,p ɑ p j ə l ɝ,98
share,ʃ ɛ ɹ,98
style,s t aɪ l,98
cattle,k æ t ə l,97
christ,k ɹ aɪ s t,97
communist,k ɑ m j ə n ə s t,97
dollars,d ɑ l ɝ z,97
follow,f ɑ l oʊ,97
heat,h i t,97
included,ɪ n k l u d ə d,97
materials,m ə t ɪ ɹ i ə l z,97
radiation,ɹ eɪ d i eɪ ʃ ə n,97
status,s t æ t ə s,97
suppose,s ə p oʊ z,97
thousand,θ aʊ z ə n d,97
accepted,æ k s ɛ p t ɪ d,96
behavior,b ɪ h eɪ v j ɝ,96
books,b ʊ k s,96
charles,tʃ ɑ ɹ l z,96
churches,tʃ ɝ tʃ ə z,96
conference,k ɑ n f ɝ ə n s,96
considerable,k ə n s ɪ d ɝ ə b ə l,96
film,f ɪ l m,96
giving,ɡ ɪ v ɪ ŋ,96
opinion,ə p ɪ n j ə n,96
primary,p ɹ aɪ m ɛ ɹ i,96
sitting,s ɪ t ɪ ŋ,96
usual,j u ʒ ə w ə l,96
attempt,ə t ɛ m p t,95
changed,tʃ eɪ n dʒ d,95
construction,k ə n s t ɹ ʌ k ʃ ə n,95
funds,f ʌ n d z,95
hell,h ɛ l,95
marriage,m ɛ ɹ ɪ dʒ,95
oil,ɔɪ l,95
proper,p ɹ ɑ p ɝ,95
sea,s i,95
sir,s ɝ,95
successful,s ə k s ɛ s f ə l,95
arm,ɑ ɹ m,94
discussion,d ɪ s k ʌ ʃ ə n,94
everyone,ɛ v ɹ i w ʌ n,94
highly,h aɪ l i,94
park,p ɑ ɹ k,94
practice,p ɹ æ k t ə s,94
shows,ʃ oʊ z,94
sign,s aɪ n,94
someone,s ʌ m w ʌ n,94
source,s ɔ ɹ s,94
tradition,t ɹ ə d ɪ ʃ ə n,94
wait,w eɪ t,94
worth,w ɝ θ,94
americans,ə m ɛ ɹ ə k ə n z,93
annual,æ n j u ə l,93
authority,ə θ ɔ ɹ ə t i,93
lord,l ɔ ɹ d,93
older,oʊ l d ɝ,93
project,p ɹ ɑ dʒ ɛ k t,93
remain,ɹ ɪ m eɪ n,93
success,s ə k s ɛ s,93
fell,f ɛ l,92
jack,dʒ æ k,92
leadership,l i d ɝ ʃ ɪ p,92
obvious,ɑ b v i ə s,92
pieces,p i s ə z,92
principal,p ɹ ɪ n s ə p ə l,92
thin,θ ɪ n,92
base,b eɪ s,91
civil,s ɪ v ə l,91
complex,k ɑ m p l ɛ k s,91
condition,k ə n d ɪ ʃ ə n,91
dinner,d ɪ n ɝ,91
entirely,ɪ n t aɪ ɝ l i,91
frequently,f ɹ i k w ə n t l i,91
management,m æ n ə dʒ m ə n t,91
measure,m ɛ ʒ ɝ,91
mike,m aɪ k,91
objective,ə b dʒ ɛ k t ɪ v,91
parents,p ɛ ɹ ə n t s,91
records,ɹ ə k ɔ ɹ d z,91
security,s ɪ k j ʊ ɹ ə t i,91
structure,s t ɹ ʌ k tʃ ɝ,91
weight,w eɪ t,91
balance,b æ l ə n s,90
caused,k ɑ z d,90
corporation,k ɔ ɹ p ɝ eɪ ʃ ə n,90
dance,d æ n s,90
equal,i k w ə l,90
kitchen,k ɪ tʃ ə n,90
noted,n oʊ t ə d,90
produced,p ɹ ə d u s t,90
purposes,p ɝ p ə s ə z,90
clothes,k l oʊ ð z,89
develop,d ɪ v ɛ l ə p,89
failure,f eɪ l j ɝ,89
famous,f eɪ m ə s,89
goes,ɡ oʊ z,89
london,l ʌ n d ə n,89
names,n eɪ m z,89
pass,p æ s,89
published,p ʌ b l ɪ ʃ t,89
quickly,k w ɪ k l i,89
regard,ɹ ə ɡ ɑ ɹ d,89
active,æ k t ɪ v,88
add,æ d,88
announced,ə n aʊ n s t,88
bottom,b ɑ t ə m,88
break,b ɹ eɪ k,88
carry,k æ ɹ i,88
check,tʃ ɛ k,88
cover,k ʌ v ɝ,88
enemy,ɛ n ə m i,88
greatest,ɡ ɹ eɪ t ə s t,88
key,k i,88
king,k ɪ ŋ,88
laws,l ɔ z,88
leaving,l i v ɪ ŋ,88
manager,m æ n ə dʒ ɝ,88
moreover,m ɔ ɹ oʊ v ɝ,88
pain,p eɪ n,88
poetry,p oʊ ə t ɹ i,88
relationship,ɹ i l eɪ ʃ ə n ʃ ɪ p,88
sources,s ɔ ɹ s ə z,88
assistance,ə s ɪ s t ə n s,87
battle,b æ t ə l,87
bright,b ɹ aɪ t,87
carefully,k ɛ ɹ f ə l i,87
companies,k ʌ m p ə n i z,87
facts,f æ k t s,87
finished,f ɪ n ɪ ʃ t,87
fixed,f ɪ k s t,87
mary,m ɛ ɹ i,87
operating,ɑ p ɝ eɪ t ɪ ŋ,87
possibility,p ɑ s ə b ɪ l ə t i,87
product,p ɹ ɑ d ə k t,87
spoke,s p oʊ k,87
touch,t ʌ tʃ,87
units,j u n ə t s,87
allowed,ə l aʊ d,86
build,b ɪ l d,86
citizens,s ɪ t ə z ə n z,86
died,d aɪ d,86
financial,f ə n æ n ʃ ə l,86
inches,ɪ n tʃ ə z,86
loss,l ɔ s,86
otherwise,ʌ ð ɝ w aɪ z,86
patient,p eɪ ʃ ə n t,86
philosophy,f ə l ɑ s ə f i,86
previous,p ɹ i v i ə s,86
require,ɹ i k w aɪ ɝ,86
rose,ɹ oʊ z,86
scientific,s aɪ ə n t ɪ f ɪ k,86
seeing,s i ɪ ŋ,86
significant,s ə ɡ n ɪ f ɪ k ə n t,86
takes,t eɪ k s,86
workers,w ɝ k ɝ z,86
capital,k æ p ə t ə l,85
captain,k æ p t ə n,85
classes,k l æ s ə z,85
concept,k ɑ n s ɛ p t,85
distribution,d ɪ s t ɹ ə b j u ʃ ə n,85
german,dʒ ɝ m ə n,85
marked,m ɑ ɹ k t,85
musical,m j u z ɪ k ə l,85
post,p oʊ s t,85
relatively,ɹ ɛ l ə t ɪ v l i,85
rules,ɹ u l z,85
shape,ʃ eɪ p,85
stated,s t eɪ t ə d,85
stations,s t eɪ ʃ ə n z,85
variety,v ɝ aɪ ə t i,85
affairs,ə f ɛ ɹ z,84
appears,ə p ɪ ɹ z,84
aware,ə w ɛ ɹ,84
begin,b ɪ ɡ ɪ n,84
broad,b ɹ ɔ d,84
catholic,k æ θ l ɪ k,84
circumstances,s ɝ k ə m s t æ n s ə z,84
collection,k ə l ɛ k ʃ ə n,84
impossible,ɪ m p ɑ s ə b ə l,84
learn,l ɝ n,84
named,n eɪ m d,84
operations,ɑ p ɝ eɪ ʃ ə n z,84
proposed,p ɹ ə p oʊ z d,84
remains,ɹ ɪ m eɪ n z,84
reports,ɹ ɪ p ɔ ɹ t s,84
sex,s ɛ k s,84
strange,s t ɹ eɪ n dʒ,84
bank,b æ ŋ k,83
capacity,k ə p æ s ə t i,83
governor,ɡ ʌ v ɝ n ɝ,83
henry,h ɛ n ɹ i,83
houses,h aʊ s ə z,83
interests,ɪ n t ɹ ə s t s,83
mark,m ɑ ɹ k,83
offered,ɔ f ɝ d,83
officers,ɔ f ə s ɝ z,83
opening,oʊ p ə n ɪ ŋ,83
prevent,p ɹ ɪ v ɛ n t,83
regular,ɹ ɛ ɡ j ə l ɝ,83
remembered,ɹ ɪ m ɛ m b ɝ d,83
requirements,ɹ ɪ k w aɪ ɹ m ə n t s,83
robert,ɹ ɑ b ɝ t,83
ship,ʃ ɪ p,83
sight,s aɪ t,83
slightly,s l aɪ t l i,83
speed,s p i d,83
spread,s p ɹ ɛ d,83
team,t i m,83
winter,w ɪ n t ɝ,83
yesterday,j ɛ s t ɝ d eɪ,83
bar,b ɑ ɹ,82
crisis,k ɹ aɪ s ə s,82
drink,d ɹ ɪ ŋ k,82
fresh,f ɹ ɛ ʃ,82
instance,ɪ n s t ə n s,82
interesting,ɪ n t ɹ ə s t ɪ ŋ,82
poems,p oʊ ə m z,82
presented,p ɹ i z ɛ n t ə d,82
produce,p ɹ ə d u s,82
train,t ɹ eɪ n,82
youth,j u θ,82
agreed,ə ɡ ɹ i d,81
apartment,ə p ɑ ɹ t m ə n t,81
campaign,k æ m p eɪ n,81
cells,s ɛ l z,81
created,k ɹ i eɪ t ə d,81
essential,ɪ s ɛ n ʃ ə l,81
event,ɪ v ɛ n t,81
file,f aɪ l,81
forced,f ɔ ɹ s t,81
germany,dʒ ɝ m ə n i,81
immediate,ɪ m i d i ə t,81
index,ɪ n d ɛ k s,81
lives,l ɪ v z,81
neck,n ɛ k,81
nine,n aɪ n,81
opposite,ɑ p ə z ə t,81
provides,p ɹ ə v aɪ d z,81
subjects,s ʌ b dʒ ɪ k t s,81
trip,t ɹ ɪ p,81
watch,w ɑ tʃ,81
watched,w ɑ tʃ t,81
explained,ɪ k s p l eɪ n d,80
features,f i tʃ ɝ z,80
fully,f ʊ l i,80
gray,ɡ ɹ eɪ,80
indicate,ɪ n d ə k eɪ t,80
lady,l eɪ d i,80
offer,ɔ f ɝ,80
providence,p ɹ ɑ v ə d ə n s,80
recognized,ɹ ɛ k ə ɡ n aɪ z d,80
russian,ɹ ʌ ʃ ə n,80
session,s ɛ ʃ ə n,80
teacher,t i tʃ ɝ,80
twenty,t w ɛ n t i,80
atmosphere,æ t m ə s f ɪ ɹ,79
desire,d ɪ z aɪ ɝ,79
differences,d ɪ f ɝ ə n s ɪ z,79
economy,ɪ k ɑ n ə m i,79
expression,ɪ k s p ɹ ɛ ʃ ə n,79
maximum,m æ k s ə m ə m,79
mentioned,m ɛ n ʃ ə n d,79
procedure,p ɹ ə s i dʒ ɝ,79
reality,ɹ i æ l ə t i,79
reduced,ɹ ə d u s t,79
sam,s æ m,79
separate,s ɛ p ɝ eɪ t,79
studied,s t ʌ d i d,79
term,t ɝ m,79
beside,b ɪ s aɪ d,78
coffee,k ɑ f i,78
edge,ɛ dʒ,78
enter,ɛ n t ɝ,78
fair,f ɛ ɹ,78
fast,f æ s t,78
favor,f eɪ v ɝ,78
literary,l ɪ t ɝ ɛ ɹ i,78
looks,l ʊ k s,78
mission,m ɪ ʃ ə n,78
picked,p ɪ k t,78
secret,s i k ɹ ə t,78
smaller,s m ɔ l ɝ,78
tone,t oʊ n,78
traditional,t ɹ ə d ɪ ʃ ə n ə l,78
address,æ d ɹ ɛ s,77
anode,æ n oʊ d,77
believed,b ɪ l i v d,77
editor,ɛ d ə t ɝ,77
election,ɪ l ɛ k ʃ ə n,77
follows,f ɑ l oʊ z,77
judge,dʒ ʌ dʒ,77
laid,l eɪ d,77
model,m ɑ d ə l,77
permit,p ɝ m ɪ t,77
response,ɹ ɪ s p ɑ n s,77
rights,ɹ aɪ t s,77
solid,s ɑ l ə d,77
title,t aɪ t ə l,77
vocational,v oʊ k eɪ ʃ ə n ə l,77
bottle,b ɑ t ə l,76
buildings,b ɪ l d ɪ ŋ z,76
difficulty,d ɪ f ə k ə l t i,76
formed,f ɔ ɹ m d,76
hearing,h i ɹ ɪ ŋ,76
knife,n aɪ f,76
memory,m ɛ m ɝ i,76
nice,n aɪ s,76
presence,p ɹ ɛ z ə n s,76
quiet,k w aɪ ə t,76
receive,ɹ ə s i v,76
region,ɹ i dʒ ə n,76
telephone,t ɛ l ə f oʊ n,76
watching,w ɑ tʃ ɪ ŋ,76
camp,k æ m p,75
dog,d ɔ ɡ,75
expressed,ɪ k s p ɹ ɛ s t,75
fit,f ɪ t,75
france,f ɹ æ n s,75
junior,dʒ u n j ɝ,75
killed,k ɪ l d,75
murder,m ɝ d ɝ,75
official,ə f ɪ ʃ ə l,75
personnel,p ɝ s ə n ɛ l,75
planned,p l æ n d,75
removed,ɹ i m u v d,75
rock,ɹ ɑ k,75
round,ɹ aʊ n d,75
stayed,s t eɪ d,75
treated,t ɹ i t ə d,75
turning,t ɝ n ɪ ŋ,75
virginia,v ɝ dʒ ɪ n j ə,75
vote,v oʊ t,75
ability,ə b ɪ l ə t i,74
berlin,b ɝ l ɪ n,74
claims,k l eɪ m z,74
contrast,k ɑ n t ɹ æ s t,74
faculty,f æ k ə l t i,74
failed,f eɪ l d,74
fourth,f ɔ ɹ θ,74
frame,f ɹ eɪ m,74
gain,ɡ eɪ n,74
increasing,ɪ n k ɹ i s ɪ ŋ,74
interior,ɪ n t ɪ ɹ i ɝ,74
jewish,dʒ u ɪ ʃ,74
leader,l i d ɝ,74
nobody,n oʊ b ɑ d i,74
november,n oʊ v ɛ m b ɝ,74
observed,ə b z ɝ v d,74
pointed,p ɔɪ n t ə d,74
positive,p ɑ z ə t ɪ v,74
rich,ɹ ɪ tʃ,74
selected,s ə l ɛ k t ə d,74
send,s ɛ n d,74
standards,s t æ n d ɝ d z,74
store,s t ɔ ɹ,74
twice,t w aɪ s,74
advantage,æ d v æ n t ɪ dʒ,73
brief,b ɹ i f,73
brother,b ɹ ʌ ð ɝ,73
chapter,tʃ æ p t ɝ,73
die,d aɪ,73
discovered,d ɪ s k ʌ v ɝ d,73
individuals,ɪ n d ə v ɪ dʒ ə w ə l z,73
louis,l u ɪ s,73
membership,m ɛ m b ɝ ʃ ɪ p,73
nevertheless,n ɛ v ɝ ð ə l ɛ s,73
powers,p aʊ ɝ z,73
pulled,p ʊ l d,73
rule,ɹ u l,73
valley,v æ l i,73
writer,ɹ aɪ t ɝ,73
writers,ɹ aɪ t ɝ z,73
accept,æ k s ɛ p t,72
allow,ə l aʊ,72
assumed,ə s u m d,72
boat,b oʊ t,72
broke,b ɹ oʊ k,72
command,k ə m æ n d,72
daughter,d ɔ t ɝ,72
detail,d ɪ t eɪ l,72
everybody,ɛ v ɹ i b ɑ d i,72
evil,i v ə l,72
faces,f eɪ s ə z,72
familiar,f ə m ɪ l j ɝ,72
fields,f i l d z,72
fighting,f aɪ t ɪ ŋ,72
hill,h ɪ l,72
increases,ɪ n k ɹ i s ə z,72
items,aɪ t ə m z,72
jones,dʒ oʊ n z,72
legal,l i ɡ ə l,72
master,m æ s t ɝ,72
morgan,m ɔ ɹ ɡ ə n,72
ordinary,ɔ ɹ d ə n ɛ ɹ i,72
phase,f eɪ z,72
platform,p l æ t f ɔ ɹ m,72
plus,p l ʌ s,72
resources,ɹ i s ɔ ɹ s ɪ z,72
russia,ɹ ʌ ʃ ə,72
sharp,ʃ ɑ ɹ p,72
somehow,s ʌ m h aʊ,72
upper,ʌ p ɝ,72
village,v ɪ l ə dʒ,72
wants,w ɑ n t s,72
wine,w aɪ n,72
approximately,ə p ɹ ɑ k s ə m ə t l i,71
april,eɪ p ɹ ə l,71
beauty,b j u t i,71
carrying,k æ ɹ i ɪ ŋ,71
chosen,tʃ oʊ z ə n,71
column,k ɑ l ə m,71
compared,k ə m p ɛ ɹ d,71
constant,k ɑ n s t ə n t,71
du,d u,71
factor,f æ k t ɝ,71
forth,f ɔ ɹ θ,71
historical,h ɪ s t ɔ ɹ ɪ k ə l,71
mercer,m ɝ s ɝ,71
principles,p ɹ ɪ n s ə p ə l z,71
proved,p ɹ u v d,71
responsible,ɹ i s p ɑ n s ə b ə l,71
richard,ɹ ɪ tʃ ɝ d,71
smiled,s m aɪ l d,71
unity,j u n ə t i,71
universe,j u n ə v ɝ s,71
aircraft,ɛ ɹ k ɹ æ f t,70
box,b ɑ k s,70
buy,b aɪ,70
calls,k ɔ l z,70
communism,k ɑ m j ə n ɪ z ə m,70
danger,d eɪ n dʒ ɝ,70
dogs,d ɑ ɡ z,70
drawn,d ɹ ɔ n,70
dust,d ʌ s t,70
educational,ɛ dʒ ə k eɪ ʃ ə n ə l,70
exchange,ɪ k s tʃ eɪ n dʒ,70
foot,f ʊ t,70
independence,ɪ n d ɪ p ɛ n d ə n s,70
independent,ɪ n d ɪ p ɛ n d ə n t,70
naturally,n æ tʃ ɝ ə l i,70
rain,ɹ eɪ n,70
revolution,ɹ ɛ v ə l u ʃ ə n,70
rome,ɹ oʊ m,70
san,s æ n,70
sections,s ɛ k ʃ ə n z,70
shelter,ʃ ɛ l t ɝ,70
song,s ɔ ŋ,70
waited,w eɪ t ə d,70
walls,w ɔ l z,70
ancient,eɪ n tʃ ə n t,69
china,tʃ aɪ n ə,69
clean,k l i n,69
completed,k ə m p l i t ə d,69
connection,k ə n ɛ k ʃ ə n,69
fashion,f æ ʃ ə n,69
league,l i ɡ,69
levels,l ɛ v ə l z,69
liberal,l ɪ b ɝ ə l,69
lips,l ɪ p s,69
ordered,ɔ ɹ d ɝ d,69
politics,p ɑ l ə t ɪ k s,69
realize,ɹ i l aɪ z,69
realized,ɹ i l aɪ z d,69
seek,s i k,69
settled,s ɛ t ə l d,69
sweet,s w i t,69
teachers,t i tʃ ɝ z,69
texas,t ɛ k s ə s,69
weather,w ɛ ð ɝ,69
willing,w ɪ l ɪ ŋ,69
actions,æ k ʃ ə n z,68
animal,æ n ə m ə l,68
application,æ p l ə k eɪ ʃ ə n,68
appropriate,ə p ɹ oʊ p ɹ i ə t,68
article,ɑ ɹ t ə k ə l,68
beat,b i t,68
characteristic,k ɛ ɹ ə k t ɝ ɪ s t ɪ k,68
directed,d ɝ ɛ k t ə d,68
drew,d ɹ u,68
dry,d ɹ aɪ,68
electric,ɪ l ɛ k t ɹ ɪ k,68
electronic,ɪ l ɛ k t ɹ ɑ n ɪ k,68
emotional,ɪ m oʊ ʃ ə n ə l,68
excellent,ɛ k s ə l ə n t,68
families,f æ m ə l i z,68
fifty,f ɪ f t i,68
flow,f l oʊ,68
frank,f ɹ æ ŋ k,68
horses,h ɔ ɹ s ə z,68
initial,ɪ n ɪ ʃ ə l,68
khrushchev,k ɹ u s tʃ ɛ v,68
largely,l ɑ ɹ dʒ l i,68
leading,l i d ɪ ŋ,68
minimum,m ɪ n ə m ə m,68
monday,m ʌ n d i,68
ought,ɔ t,68
pictures,p ɪ k tʃ ɝ z,68
policies,p ɑ l ə s i z,68
practical,p ɹ æ k t ə k ə l,68
projects,p ɹ ɑ dʒ ɛ k t s,68
protection,p ɹ ə t ɛ k ʃ ə n,68
quick,k w ɪ k,68
signs,s aɪ n z,68
stands,s t æ n d z,68
starting,s t ɑ ɹ t ɪ ŋ,68
statements,s t eɪ t m ə n t s,68
traffic,t ɹ æ f ɪ k,68
won,w ʌ n,68
answered,æ n s ɝ d,67
aside,ə s aɪ d,67
asking,æ s k ɪ ŋ,67
background,b æ k ɡ ɹ aʊ n d,67
career,k ɝ ɪ ɹ,67
chairman,tʃ ɛ ɹ m ə n,67
communication,k ə m j u n ə k eɪ ʃ ə n,67
dress,d ɹ ɛ s,67
ends,ɛ n d z,67
estimated,ɛ s t ə m eɪ t ə d,67
flat,f l æ t,67
impact,ɪ m p æ k t,67
jury,dʒ ʊ ɹ i,67
legs,l ɛ ɡ z,67
occurred,ə k ɝ d,67
paris,p ɛ ɹ ɪ s,67
potential,p ə t ɛ n ʃ ə l,67
reference,ɹ ɛ f ɝ ə n s,67
saturday,s æ t ɝ d i,67
sit,s ɪ t,67
teaching,t i tʃ ɪ ŋ,67
thick,θ ɪ k,67
warm,w ɔ ɹ m,67
wonder,w ʌ n d ɝ,67
yourself,j ɝ s ɛ l f,67
adequate,æ d ə k w ə t,66
arts,ɑ ɹ t s,66
besides,b ɪ s aɪ d z,66
birth,b ɝ θ,66
block,b l ɑ k,66
capable,k eɪ p ə b ə l,66
chair,tʃ ɛ ɹ,66
closely,k l oʊ s l i,66
cutting,k ʌ t ɪ ŋ,66
declared,d ɪ k l ɛ ɹ d,66
employees,ɛ m p l ɔɪ i z,66
experiments,ɪ k s p ɛ ɹ ə m ə n t s,66
fingers,f ɪ ŋ ɡ ɝ z,66
forest,f ɔ ɹ ə s t,66
gets,ɡ ɛ t s,66
gross,ɡ ɹ oʊ s,66
hanover,h æ n oʊ v ɝ,66
helped,h ɛ l p t,66
honor,ɑ n ɝ,66
intellectual,ɪ n t ə l ɛ k tʃ u ə l,66
issues,ɪ ʃ u z,66
july,dʒ u l aɪ,66
measured,m ɛ ʒ ɝ d,66
ourselves,aʊ ɝ s ɛ l v z,66
page,p eɪ dʒ,66
plays,p l eɪ z,66
properties,p ɹ ɑ p ɝ t i z,66
relief,ɹ ɪ l i f,66
score,s k ɔ ɹ,66
search,s ɝ tʃ,66
significance,s ə ɡ n ɪ f ɪ k ə n s,66
substantial,s ə b s t æ n tʃ ə l,66
achievement,ə tʃ i v m ə n t,65
attorney,ə t ɝ n i,65
california,k æ l ə f ɔ ɹ n j ə,65
cell,s ɛ l,65
desk,d ɛ s k,65
discussed,d ɪ s k ʌ s t,65
dominant,d ɑ m ə n ə n t,65
escape,ɪ s k eɪ p,65
headquarters,h ɛ d k w ɔ ɹ t ɝ z,65
holding,h oʊ l d ɪ ŋ,65
hung,h ʌ ŋ,65
imagination,ɪ m æ dʒ ə n eɪ ʃ ə n,65
jobs,dʒ ɑ b z,65
join,dʒ ɔɪ n,65
newspaper,n u z p eɪ p ɝ,65
object,ɑ b dʒ ɛ k t,65
objects,ɑ b dʒ ɛ k t s,65
passing,p æ s ɪ ŋ,65
phil,f ɪ l,65
rapidly,ɹ æ p ə d l i,65
sleep,s l i p,65
supposed,s ə p oʊ z d,65
typical,t ɪ p ə k ə l,65
wore,w ɔ ɹ,65
aspects,æ s p ɛ k t s,64
belief,b ɪ l i f,64
bodies,b ɑ d i z,64
contemporary,k ə n t ɛ m p ɝ ɛ ɹ i,64
credit,k ɹ ɛ d ə t,64
dream,d ɹ i m,64
empty,ɛ m p t i,64
explain,ɪ k s p l eɪ n,64
grew,ɡ ɹ u,64
laos,l ɑ oʊ s,64
located,l oʊ k eɪ t ə d,64
maintenance,m eɪ n t ə n ə n s,64
matters,m æ t ɝ z,64
message,m ɛ s ə dʒ,64
primarily,p ɹ aɪ m ɛ ɹ ə l i,64
reasonable,ɹ i z ə n ə b ə l,64
resolution,ɹ ɛ z ə l u ʃ ə n,64
site,s aɪ t,64
spiritual,s p ɪ ɹ ɪ tʃ ə w ə l,64
towards,t ə w ɔ ɹ d z,64
yards,j ɑ ɹ d z,64
appeal,ə p i l,63
argument,ɑ ɹ ɡ j ə m ə n t,63
assume,ə s u m,63
benefit,b ɛ n ə f ɪ t,63
broken,b ɹ oʊ k ə n,63
competition,k ɑ m p ə t ɪ ʃ ə n,63
contact,k ɑ n t æ k t,63
domestic,d ə m ɛ s t ɪ k,63
dramatic,d ɹ ə m æ t ɪ k,63
experiment,ɪ k s p ɛ ɹ ə m ə n t,63
fellow,f ɛ l oʊ,63
grow,ɡ ɹ oʊ,63
happen,h æ p ə n,63
highest,h aɪ ə s t,63
jesus,dʒ i z ə s,63
kill,k ɪ l,63
location,l oʊ k eɪ ʃ ə n,63
narrow,n ɛ ɹ oʊ,63
parker,p ɑ ɹ k ɝ,63
powerful,p aʊ ɝ f ə l,63
relation,ɹ i l eɪ ʃ ə n,63
rifle,ɹ aɪ f ə l,63
shop,ʃ ɑ p,63
signal,s ɪ ɡ n ə l,63
sufficient,s ə f ɪ ʃ ə n t,63
tom,t ɑ m,63
tomorrow,t ə m ɑ ɹ oʊ,63
unusual,ə n j u ʒ ə w ə l,63
wind,w aɪ n d,63
achieved,ə tʃ i v d,62
agencies,eɪ dʒ ə n s i z,62
arrived,ɝ aɪ v d,62
assignment,ə s aɪ n m ə n t,62
baby,b eɪ b i,62
billion,b ɪ l j ə n,62
careful,k ɛ ɹ f ə l,62
concerning,k ə n s ɝ n ɪ ŋ,62
cool,k u l,62
december,d ɪ s ɛ m b ɝ,62
drove,d ɹ oʊ v,62
